date,district,dbn,school_name,k4_enrolled,present,absent,released,attendance_rate,temp_high_f,temp_low_f,temp_avg_f,precip_in,snow_in,wind_speed_mph,wind_chill_f,day_of_week,month,is_return_from_break
2025-10-14,4,04M083,PS 83 Luis Munoz Rivera,165,144,21,0,0.8714,73.6,41.8,57.7,0.0,0.0,10.3,57.7,Tuesday,October,True
2025-10-14,4,04M096,PS 96 Joseph Lanzetta,178,160,18,0,0.9003,73.6,41.8,57.7,0.0,0.0,10.3,57.7,Tuesday,October,True
2025-10-14,4,04M101,PS 101 Andrew Pataki,192,172,20,0,0.8941,73.6,41.8,57.7,0.0,0.0,10.3,57.7,Tuesday,October,True
2025-10-14,4,04M102,Central Park East I,145,122,23,0,0.8427,73.6,41.8,57.7,0.0,0.0,10.3,57.7,Tuesday,October,True
2025-10-14,4,04M108,PS 108 Assemblyman Angelo Del Toro,188,164,24,0,0.8717,73.6,41.8,57.7,0.0,0.0,10.3,57.7,Tuesday,October,True
2025-10-14,4,04M112,PS 112 Jose Celso Barbosa,203,177,26,0,0.8741,73.6,41.8,57.7,0.0,0.0,10.3,57.7,Tuesday,October,True
2025-10-14,4,04M155,PS 155 William Paca,168,143,25,0,0.8518,73.6,41.8,57.7,0.0,0.0,10.3,57.7,Tuesday,October,True
2025-10-14,4,04M171,PS 171 Patrick Henry,225,203,22,0,0.9008,73.6,41.8,57.7,0.0,0.0,10.3,57.7,Tuesday,October,True
2025-10-14,4,04M206,The Bilingual Bicultural School,158,139,19,0,0.8774,73.6,41.8,57.7,0.0,0.0,10.3,57.7,Tuesday,October,True
2025-10-14,4,04M377,Renaissance School of the Arts,142,126,16,0,0.8876,73.6,41.8,57.7,0.0,0.0,10.3,57.7,Tuesday,October,True
2025-10-14,4,04M964,Central Park East II,135,115,20,0,0.8521,73.6,41.8,57.7,0.0,0.0,10.3,57.7,Tuesday,October,True
2025-10-14,4,04M482,Harbor Heights,118,101,17,0,0.8572,73.6,41.8,57.7,0.0,0.0,10.3,57.7,Tuesday,October,True
2025-10-14,4,04M555,MOSAIC Prep Academy,152,130,22,0,0.858,73.6,41.8,57.7,0.0,0.0,10.3,57.7,Tuesday,October,True
2025-10-14,4,04M310,The East Harlem Scholars Academy,198,173,25,0,0.8744,73.6,41.8,57.7,0.0,0.0,10.3,57.7,Tuesday,October,True
2025-10-14,4,04M375,PS 375 Jackie Robinson,139,121,18,0,0.8671,73.6,41.8,57.7,0.0,0.0,10.3,57.7,Tuesday,October,True
2025-10-15,4,04M012,PS/MS 12 TAG Young Scholars,285,256,29,0,0.8982,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M050,PS 50 Vito Marcantonio,195,169,26,0,0.8644,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M072,PS 72 The Lexington Academy,210,191,19,0,0.9076,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M083,PS 83 Luis Munoz Rivera,165,147,18,0,0.8891,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M096,PS 96 Joseph Lanzetta,178,160,18,0,0.8961,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M101,PS 101 Andrew Pataki,192,173,19,0,0.9033,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M102,Central Park East I,145,124,21,0,0.8561,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M108,PS 108 Assemblyman Angelo Del Toro,188,171,17,0,0.9099,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M112,PS 112 Jose Celso Barbosa,203,179,24,0,0.8799,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M155,PS 155 William Paca,168,152,16,0,0.9056,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M171,PS 171 Patrick Henry,225,203,22,0,0.9018,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M206,The Bilingual Bicultural School,158,142,16,0,0.8985,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M377,Renaissance School of the Arts,142,129,13,0,0.9082,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M964,Central Park East II,135,116,19,0,0.8599,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M482,Harbor Heights,118,105,13,0,0.8889,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M555,MOSAIC Prep Academy,152,132,20,0,0.8699,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M310,The East Harlem Scholars Academy,198,182,16,0,0.9195,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
2025-10-15,4,04M375,PS 375 Jackie Robinson,139,123,16,0,0.8837,60.5,45.4,53.0,0.47,0.0,12.9,53.0,Wednesday,October,False
